transaction_ref,transaction_cur,timestamp_ref_ns,timestamp_cur_ns,scan_ref_ns,scan_cur_ns,eval_time_s,mismatch_ref_ms,mismatch_cur_ms,image_dt_s,scan_dt_s,attempted,status,detected,klt_valid,klt_forward_valid,fb_valid,depth_associated,pnp_correspondences,pnp_inliers,inlier_ratio,reprojection_rmse_px,feature_ms,klt_ms,depth_ms,projection_ms,association_ms,pnp_ms,preprocess_ms,total_ms,T_Ccur_Cref_00,T_Ccur_Cref_01,T_Ccur_Cref_02,T_Ccur_Cref_03,T_Ccur_Cref_10,T_Ccur_Cref_11,T_Ccur_Cref_12,T_Ccur_Cref_13,T_Ccur_Cref_20,T_Ccur_Cref_21,T_Ccur_Cref_22,T_Ccur_Cref_23,visual_t_error_m,visual_r_error_deg,visual_scan_gt_t_error_m,visual_scan_gt_r_error_deg,camera_t_error_m,camera_r_error_deg,visual_relative_t_m,visual_relative_r_deg,visual_camera_relative_t_m,visual_camera_relative_r_deg,gt_relative_t_m,gt_relative_r_deg,gt_camera_relative_t_m,gt_camera_relative_r_deg,ikfom_t_error_m,ikfom_r_error_deg,paired_evaluable,e_visual_x,e_visual_y,e_visual_z,e_visual_roll,e_visual_pitch,e_visual_yaw,e_ikfom_x,e_ikfom_y,e_ikfom_z,e_ikfom_roll,e_ikfom_pitch,e_ikfom_yaw,ikfom_ref_image_offset_ms,ikfom_cur_image_offset_ms,image_minus_ikfom_dt_ms,ikfom_matched_dt_s,directional_evaluable
1162,1163,1660857510805093030,1660857510886561478,1660857510793975025,1660857510894835144,117.69702816009521,11.118005,-8.273666,0.081468448,0.10086011900000001,1,VALID,500,406,445,406,32,32,26,0.8125,0.7792310696265291,6.595033977646381,13.710669009014964,2.651827991940081,1.6998120117932558,0.9365109726786613,0.744654011214152,2.876090002246201,26.59901900915429,0.9999994748942395,0.0006754678186854506,-0.0007706844173720544,0.009717131927912931,-0.0006678323225073878,0.9999511163629581,0.009865033424319119,-0.00033413950292047583,0.0007773102561231082,-0.009864513556168865,0.9999510423821087,-0.12344677070581676,0.012513502704968241,0.6812084392830375,0.014756195190936789,0.7245624396606641,0.01288839525773218,0.6812084392833417,0.1236000423182614,0.568260820897834,0.1238290737258677,0.568260820897834,0.1114467378533606,0.3050519805458679,0.11137048958958908,0.30505198054586824,0.013049819240260382,0.5766146136515186,1,0.012118060202919886,0.0015452221570565142,0.0027115780186080622,-0.24243158253850394,-0.6226683346728126,-0.1311912372540894,-0.011307154182299467,-0.0021389670244683513,0.0061539309851033185,-0.17671476533885574,-0.546407324521989,-0.05108336234890743,-11.117915,8.273756,-19.391671000000013,0.10086011900000001,1
1163,1164,1660857510886561478,1660857511008772838,1660857510894835144,1660857510995695024,117.7978880405426,-8.273666,13.077814,0.12221136,0.10085988000000001,1,VALID,500,330,412,330,37,37,31,0.8378378378378378,0.519405518497043,7.636377005837858,16.576074005570263,2.763016993412748,1.7399020143784583,1.0076799953822047,0.6677579949609935,3.7705550203099847,31.43522300524637,0.9999715715517457,0.00013398340144428608,0.007539107160668615,0.00269925654824045,-8.354227084683824e-05,0.9999776147671703,-0.006690514572871759,-0.013607863155472294,-0.007539834813899382,0.00668969453779207,0.999949198148571,-0.1997296048557646,0.03582279737945125,0.5746413815984173,0.06368917869092734,0.5617242891830465,0.03562256116819195,0.574641381584981,0.20062557760843536,0.577569857427736,0.20021082633416992,0.577569857427736,0.1667992052065033,0.37700275319288673,0.1667017311054735,0.3770027531928865,0.019661464074407175,0.24263062092932308,1,0.03375986310297005,-0.007689476697601117,-0.009187839978743118,-0.34636445752628553,0.35234102657059374,0.2923668168714266,0.016598979642669792,-0.004614920542321564,-0.009473624056267813,-0.08805339778576429,0.22027615893578684,0.050768670593599644,8.273756,-13.077724,21.35147999999999,0.10085988000000001,1
1164,1165,1660857511008772838,1660857511090242646,1660857510995695024,1660857511096498161,117.89869117736816,13.077814,-6.255515,0.081469808,0.100803137,1,VALID,500,430,456,430,35,35,31,0.8857142857142857,0.6729495818179593,9.341638011392206,13.189020013669506,2.779219998046756,1.765255001373589,0.9982500050682575,0.5395979969762266,3.785362030612305,29.655441030627117,0.9999910956932488,0.0026569127202194652,-0.003278619986029635,-0.00358497549624051,-0.002666749019003311,0.9999919459378918,-0.0029994181132657243,0.003196149550734531,0.0032706243876822424,0.0030081346621582015,0.9999901270222467,-0.09243115061869882,0.01727937790701709,0.5507951339808654,0.04323703323928458,0.6154097222618343,0.017272159851904507,0.5507951339764317,0.09245287936242884,0.29678664388270376,0.09255584814562444,0.2967866438827038,0.1096239553668544,0.28839668876714414,0.1097221573571085,0.2883966887671442,0.013794201416275012,0.6049918806909316,1,-0.017231035455542318,-0.0008923677857665517,0.0009338081806666367,0.3290293027425628,0.39794972499882164,-0.19056807910887472,0.010202179599860695,0.005922952770574105,-0.007149416381950233,0.1978056580114386,0.5695790036660392,0.050673924805720236,-13.077724,6.255605,-19.333328999999996,0.100803137,1
1165,1166,1660857511090242646,1660857511212464582,1660857511096498161,1660857511197353438,117.99954652786255,-6.255515,15.111144,0.122221936,0.10085527700000001,1,VALID,500,346,420,346,46,46,34,0.7391304347826086,0.6813884910328694,10.943253000732511,20.71804998558946,2.8927829989697784,1.8339789821766317,1.043088996084407,0.9575330186635256,2.9025600233580917,38.43443200457841,0.9999782687843696,-0.006345007308955349,0.001789648363314136,-0.0014868714879813086,0.0063282515162039355,0.9999374903901983,0.009217838407121403,0.007454948622012765,-0.0018480237451592334,-0.009206312747318713,0.9999559133351009,-0.14960769073879232,0.01689724383260168,0.3566602769243767,0.014826800581204403,0.30412062021270936,0.016857443328455318,0.35666027691982055,0.14963164475712037,0.649059939687229,0.14980069483808392,0.6490599396872291,0.16529708520996175,0.3163601023163165,0.1654017637706501,0.31636010231631667,0.012787818347421638,0.23551969251596613,1,-0.01582754829731675,0.0006191125282306116,0.0058840686358921,-0.13875062899563984,-0.3034569032452614,0.12633945108028558,-0.011581386685817152,0.004789142847900719,0.0025424183964548428,-0.04738163103636873,-0.2272342240517855,0.03995782549387021,6.255605,-15.110981,21.366585999999995,0.10085535000000001,1
1166,1167,1660857511212464582,1660857511334678838,1660857511197353438,1660857511298218161,118.10041117668152,15.111144,36.460677,0.12221425600000001,0.100864723,0,SYNC_INVALID,0,0,0,0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.4307120291050524,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.011237657083439287,0.6843001556150853,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1167,1168,1660857511334678838,1660857511416152902,1660857511298218161,1660857511399078041,118.2012710571289,36.460677,17.074861,0.081474064,0.10085988000000001,0,SYNC_INVALID,0,0,0,0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2.078147022984922,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0057045942208509785,0.0998708087257843,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1168,1169,1660857511416152902,1660857511497642382,1660857511399078041,1660857511499938160,118.30213117599487,17.074861,-2.295778,0.08148948,0.10086011900000001,1,VALID,500,405,450,405,43,43,36,0.8372093023255814,0.6059673168358248,6.642177002504468,14.130349998595193,5.221942003117874,1.9034020078834146,3.278449992649257,2.069625013973564,3.3737140183802694,31.477757001994178,0.9999900314102309,0.004114102224497457,-0.0017352933618683046,-0.0003829828258386848,-0.004090635915623905,0.9999029652682593,0.013316408883332147,0.005362135272353543,0.0017899100455517013,-0.013309177684164586,0.9999098269401097,-0.0928041394001051,0.016909287762502667,0.6788031047060916,0.04229222064282786,0.6540853527592934,0.01684845652817946,0.6788031047006136,0.09246128918472454,0.8045511252252978,0.0929597088007382,0.8045511252252978,0.10856364811649595,0.19556549444382798,0.10854832916148965,0.19556549444382818,0.011850723269817372,0.6486370206339942,1,-0.016185179778466743,0.0003764497467273349,0.0048808046223981025,0.27774831501465624,-0.5930548429652727,-0.1800951979575299,-0.009254729759556435,0.006653213649901202,0.00324412811463107,0.4739971243857902,-0.4418768447206668,-0.03021842853623087,-17.074771,2.295868,-19.370639000000008,0.10086011900000001,1
1169,1170,1660857511497642382,1660857511619837286,1660857511499938160,1660857511600800350,118.40299320220947,-2.295778,19.036936,0.12219490400000001,0.10086219,1,VALID,500,266,396,266,34,34,26,0.7647058823529411,0.5113225515088092,8.91895400127396,17.457617999752983,2.7907439798582345,1.748282986227423,1.0263269941788167,0.8566820179112256,5.292272020597011,35.34001603838988,0.9999557612479184,-0.004809145381832892,0.008083790434718439,0.004145833418666626,0.004835039469647951,0.999983233445063,-0.0031867259191013125,-0.009527497099352822,-0.008068329469165005,0.003225670388139652,0.9999622478424494,-0.18165175238082856,0.020515314062564436,0.5615485443204147,0.0486396660427558,0.5785292286085333,0.020198733958295828,0.5615485443204673,0.18234263613654372,0.5693894097583515,0.18194867484743976,0.5693894097583515,0.16404360409522398,0.25791149425888066,0.16401791037094932,0.2579114942588794,0.02516112215953962,0.32088376917408407,1,0.018027832207615183,0.0068530324088640765,-0.006993663116192078,-0.17660878550959425,0.4015035388039417,0.3500122353607655,0.021442951431492302,0.005669170536120474,-0.011880337018212964,0.03025711139003717,0.31566595751480514,0.04913351987174976,2.295868,-19.03701,21.332878,0.10086202600000001,1
1170,1171,1660857511619837286,1660857511701313222,1660857511600800350,1660857511701660469,118.50385355949402,19.036936,-0.347247,0.081475936,0.10086011900000001,1,VALID,500,361,405,361,44,44,37,0.8409090909090909,0.4395428849020585,9.475873986957595,26.246108987834305,3.81183298304677,2.705188002437353,1.0865300137083977,1.0178060038015246,5.457169027067721,46.040918037761,0.9999786359858996,0.0045873785200478195,-0.004656557751539441,-0.005725811409807133,-0.004610674988919831,0.9999768475957326,-0.0050045927554191105,0.005619824620098445,0.004633491979724072,0.005025955711588414,0.9999766349876675,-0.11403056563949075,0.010596862742215522,0.6031750960556174,0.0294781989708027,0.6407778656933261,0.01076239526954307,0.6031750960520309,0.11418725713467114,0.4720623394521981,0.11431245446198568,0.472062339452198,0.11406772684085532,0.21205755765831558,0.11408783342542414,0.21205755765831555,0.01291044242578901,0.4389252570869206,1,0.00012143788084055656,0.0014552395062600104,0.010495762516266865,0.47365353289772577,0.2706277734041534,-0.25624358134820674,0.007789437509724939,0.009868053138062537,0.0029369566180107373,0.28422264900273136,0.3278266148818752,0.06717183974453118,-19.03701,0.347411,-19.384421000000014,0.10086035700000001,1
1171,1172,1660857511701313222,1660857511782795350,1660857511701660469,1660857511802520350,118.6047134399414,-0.347247,-19.725,0.081482128,0.10085988100000001,1,VALID,500,369,411,369,39,39,33,0.8461538461538461,0.6719364019861236,6.145113002276048,16.75019002868794,3.203788975952193,1.8953009857796133,1.2829969928134233,0.7369029917754233,2.8494110447354615,29.708312038565055,0.9999995817676446,8.890181912994364e-05,0.0009102532627744793,-0.005207326454978621,-9.627194993357231e-05,0.9999671902195066,0.008099951618172993,0.01124241410835265,-0.0009095032971310144,-0.00810003586236769,0.9999667805596248,-0.06571179806030526,0.050622442431047805,0.5308175532368166,0.07713821296079068,0.5569017853402485,0.050778834314782355,0.5308175532326995,0.06652783509733726,0.467049600436379,0.06686963831299483,0.467049600436379,0.11407573777750184,0.21207245038657302,0.11409579238186147,0.212072450386573,0.019280309589781382,0.5111729212071389,1,-0.04831187019826821,0.001518107787703217,0.015042946000546188,0.21787020734612794,-0.4790890786951734,0.06818789800433388,-0.014043527227690505,0.00842950524982632,0.01017119079194181,0.16486319727402374,-0.4819040973507409,0.042746014097715834,0.347411,19.725164,-19.377753000000013,0.10085988100000001,1
1172,1173,1660857511782795350,1660857511904999030,1660857511802520350,1660857511903380469,118.70557355880737,-19.725,1.618561,0.12220368000000001,0.10086011900000001,1,VALID,500,306,415,306,46,46,33,0.717391304347826,0.587449514741105,6.611097982386127,18.60512199345976,3.352831001393497,2.0756320154760033,1.2446529872249812,1.2660940119531006,2.7498860436026007,32.60682206018828,0.9999692041469396,-0.0008360036461019408,-0.007803323371486618,0.005823721898286315,0.0007905844407725535,0.9999827408590134,-0.005821766084027173,-0.009798213548736116,0.00780805571050139,0.005815417611730477,0.999952606468938,-0.171378262961121,0.016402784448478227,0.45205880817263255,0.04454140487292922,0.43437060975623026,0.016722801219134702,0.45205880817776817,0.17148336736266684,0.5597691637370009,0.17175689139323158,0.559769163737001,0.15697426661139738,0.4691195580074847,0.15697724337973276,0.46911955800748506,0.026722162169811513,0.3160089741607467,1,0.014580621300985282,0.006937546833918364,0.002885699926825823,0.18819389203666478,-0.07584649954962991,-0.4040895673585422,0.026522217699245093,0.003113435083461276,-0.000975931004030638,0.013994492858469789,-0.14146617833770775,-0.2822462395810235,19.725164,-1.618398,21.343561999999995,0.10086011800000001,1
1173,1174,1660857511904999030,1660857511986477902,1660857511903380469,1660857512004182965,118.8063759803772,1.618561,-17.705063,0.08147887200000001,0.100802496,1,VALID,500,398,443,398,39,39,36,0.9230769230769231,0.7639961831512883,8.63043699064292,16.087249998236075,3.0613109993282706,1.9432819972280413,1.1023150000255555,0.48442298430018127,4.146305029280484,32.431658008135855,0.9999737394395588,-0.0069564005767552605,0.002031974970585297,0.010425168340660932,0.006965031620323684,0.9999666191405802,-0.004271877700243522,-0.001739223694856799,-0.0020021902490166285,0.004285918288262824,0.9999888110067198,-0.10190617596290885,0.01213500258034028,0.30327728762488904,0.02815425453503915,0.3081010784149943,0.012169361802176903,0.30327728762603384,0.10260603793952967,0.48220732317069065,0.10245280734745735,0.4822073231706907,0.10290608309436845,0.35164762647025033,0.10290481244483242,0.3516476264702506,0.016252072322773845,0.13677325558168443,1,-0.0006060376555903518,0.009851779982335768,0.007059280215752889,-0.25584958934630925,-0.07325670919095603,0.1455995576942393,0.015621537245029155,0.0041926783074662565,0.0015870971920271728,0.08424154783353763,-0.05059590060065613,0.09509610039078091,-1.618398,17.705152,-19.323549999999994,0.100802422,1
1174,1175,1660857511986477902,1660857512108700966,1660857512004182965,1660857512105043083,118.90723633766174,-17.705063,3.657883,0.122223064,0.10086011800000001,1,VALID,500,299,428,299,48,48,37,0.7708333333333334,0.7987530048639657,6.146019994048402,21.552101999986917,2.8613540052901953,1.8258069758303463,1.021158997900784,0.906897010281682,4.181086027529091,35.66792301717214,0.9999735319833565,0.007213733635279347,-0.0009473013092276949,0.013572026918654978,-0.007201189274682394,0.999894208747574,0.012637807804088342,0.0049863114426314855,0.0010383668722683424,-0.01263065161035314,0.9999196909922998,-0.14983831760490585,0.039809974213329845,0.5297503550998509,0.01769287259747092,0.47197189215663854,0.039451985843755234,0.5297503550963796,0.15014018551840555,0.8353639029483761,0.15053433043379924,0.835363902948376,0.18842731054123366,0.4344578143841713,0.18857584353586626,0.4344578143841715,0.044190586845891895,0.40921569651862255,1,-0.03709198581870724,-0.006841976788044606,-0.012736011484081954,0.038504656237582736,-0.5174351690736594,-0.10700922863239352,-0.03538434292255241,-0.01529836251723723,-0.021603618817566658,-0.09653963830059888,-0.3951623693570699,-0.044214168708536485,17.705152,-3.657555,21.362706999999993,0.10086035700000001,1
1175,1176,1660857512108700966,1660857512190159678,1660857512105043083,1660857512205902964,119.00809597969055,3.657883,-15.743286,0.081458712,0.10085988100000001,1,VALID,500,377,431,377,63,63,53,0.8412698412698413,0.7121671029285707,6.404643994756043,14.637401996878907,2.961507998406887,1.7352229915559292,1.2028880009893328,1.014383975416422,2.7994730044156313,27.85275099449791,0.9999983648884359,0.0007936106129086216,0.0016249315830783673,0.006178901470790581,-0.0007885531479440299,0.9999948508643811,-0.00311069584771101,-0.00964017607957763,-0.001627391897323545,0.003109409416461229,0.9999938415653835,-0.12903648739757675,0.02554760667905534,0.4815845175368664,0.042142001710101545,0.5669790379822175,0.026032614388204277,0.4815845175343877,0.129637759723073,0.20612705747547533,0.12954353283022654,0.20612705747547533,0.12980733628204869,0.3881320233206575,0.12997927941976953,0.38813202332065666,0.03966691016057264,0.7790899215659878,1,0.0010128452040909738,-0.009739244801064183,-0.02359664091190116,-0.2738109409986838,0.3946330182646407,0.03394528407937141,-0.0037241482896719913,-0.016601970945865217,-0.03583251375379798,-0.513683750848914,0.5688700398083569,0.13711356878998263,-3.657555,15.743375,-19.400929999999995,0.100859642,1
1176,1177,1660857512190159678,1660857512312377806,1660857512205902964,1660857512306763082,119.10895609855652,-15.743286,5.614724,0.12221812800000001,0.10086011800000001,1,VALID,500,322,433,322,42,42,29,0.6904761904761905,0.6159519114535262,6.628557981457561,17.681811994407326,2.9162490100134164,1.7048419977072626,1.1905949795618653,1.9019350002054125,2.7763560065068305,31.938435015035793,0.9999995679898586,-0.0009260958374545347,-7.979095216010302e-05,0.004512523740859737,0.0009256240241000202,0.9999831946557379,-0.005723078391081323,0.003790189795123091,8.508973032109818e-05,0.005723002062231192,0.9999836198694124,-0.1574986110323471,0.017772869655903595,0.7176743191514584,0.025371808386530435,0.6459751439183831,0.018238757367297263,0.7176743191528502,0.1577527802521081,0.33220475970298313,0.15760882236192697,0.3322047597029831,0.1686716720452596,0.390762780702281,0.16897793204074604,0.3907627807022806,0.0228424856077341,0.44097312956800777,1,-0.010071863744143013,0.002064965204686714,-0.014497185079476277,-0.19356803860294336,0.6903581760720835,0.030381537899720232,0.006618345599078923,-0.0001285041531084302,-0.021862299443410015,0.14820233143490272,0.4141383818532739,0.031890961554859154,15.743375,-5.614634,21.358008999999996,0.10086011900000001,1
1177,1178,1660857512312377806,1660857512393852838,1660857512306763082,1660857512407622963,119.2098159790039,5.614724,-13.770125,0.081475032,0.10085988100000001,1,VALID,500,359,453,359,46,46,37,0.8043478260869565,0.6975815015802131,8.790863998001441,18.918153014965355,3.6569229851011187,2.4298009811900556,1.2077070132363588,0.749404018279165,4.831595026189461,36.98248902219348,0.999989123950473,-0.004491193589961502,0.001257442206657878,0.006028066868020194,0.004476257398456958,0.9999222427583042,0.011639224927190942,0.0009468567025902315,-0.0013096184438053946,-0.011633469703423497,0.9999314712930037,-0.09355225711245281,0.020609418816080284,0.5389776087073807,0.04480912034409915,0.5061272849743573,0.020376477625573132,0.5389776087062944,0.09354807736027652,0.718289052510486,0.09375104766675965,0.7182890525104862,0.10999201501174106,0.2560248920725523,0.11020359865589972,0.2560248920725526,0.019036211160681066,0.39984767723488573,1,-0.016105062861903715,0.006251651677005707,-0.011237968920589059,-0.3139124507984459,-0.4204470230133216,0.12436708792961416,-0.012538821928829089,0.00044492687588530174,-0.014316330537755408,-0.3014276011158457,-0.2377213446132718,0.11246760207401706,-5.614634,13.770215,-19.38484900000001,0.10085988100000001,1
1178,1179,1660857512393852838,1660857512516072966,1660857512407622963,1660857512508483082,119.31067609786987,-13.770125,7.589884,0.12222012800000001,0.10086011900000001,1,VALID,500,306,441,306,52,52,34,0.6538461538461539,0.632876591479679,7.198607985628769,20.202337007503957,2.8618430078495294,1.7438140057493001,1.101197995012626,1.6749489877838641,4.879856016486883,36.84189700288698,0.9999669883597225,0.0015798829309581915,-0.007970330025218018,-0.001265036757405442,-0.001604587035129119,0.9999939260083373,-0.0030940663985835593,-0.01028424553073328,0.007965393350809516,0.0031067533466007965,0.9999634496282402,-0.1921692999256543,0.01615845624912387,0.2798327338022361,0.04480463290643694,0.3016698182626309,0.016333220013491537,0.27983273379623824,0.1920878906201886,0.49829701812859256,0.1924484498717775,0.49829701812859256,0.1780898737171407,0.36542256466364104,0.17822102301538117,0.3654225646636398,0.0049172186480972565,0.14569436900322028,1,0.014495948209102603,-0.002646610353798846,0.006630131786701528,-0.06366271352782968,-0.09061151345166764,-0.25693797727029105,0.004607013509890484,0.0016694913099396663,0.0004089798514815904,-0.010256017153742879,0.09613989167390592,-0.1089984546513322,13.770215,-7.589795,21.36001,0.10086011800000001,1
1179,1180,1660857512516072966,1660857512597536318,1660857512508483082,1660857512609342963,119.41153597831726,7.589884,-11.806645,0.081463352,0.10085988100000001,1,VALID,500,389,465,389,53,53,43,0.8113207547169812,0.4338162227041699,9.247420995961875,17.669799010036513,3.2844569941516966,2.0810099958907813,1.1848679860122502,0.8251830004155636,2.9253989923745394,33.975444996031,0.9999935578593729,-0.0013873237741537118,0.0033105245050717943,0.004886207244523394,0.0014060402723640908,0.9999830047784208,-0.005658021303711955,2.9391572383994985e-05,-0.0033026187345049775,0.005662639584719826,0.9999785133803766,-0.12023908993038433,0.014360842833434508,0.39517961905182497,0.032351427384151664,0.42827430288401885,0.014167993609140332,0.3951796190525171,0.12060134302816759,0.3840277137459734,0.12033833401035604,0.38402771374597344,0.1201074818111234,0.2922769992082471,0.1202092249134297,0.2922769992082478,0.007982372379859276,0.31558828430116637,1,0.001056255943698372,0.003471953791059693,0.013894735231041837,-0.19213856148807112,0.09953127018628499,0.3305042456932535,-0.005474181967275643,0.003242363322143703,0.00482065147953175,-0.22509005362438272,-0.06254052375330195,0.21230012777525295,-7.589795,11.806734,-19.396529000000008,0.10085988100000001,1
1180,1181,1660857512597536318,1660857512719753582,1660857512609342963,1660857512710203081,119.51239609718323,-11.806645,9.550501,0.122217264,0.10086011800000001,1,VALID,500,323,457,323,45,45,41,0.9111111111111111,0.6955291656057723,8.938928978750482,19.573829020373523,2.999151998665184,1.8591230036690831,1.1232669930905104,0.5751480057369918,3.070530976401642,35.18119698856026,0.9997028359148245,0.013896984822593626,-0.020027822565073145,0.004375819950208041,-0.013752832702822133,0.9998786499045328,0.007317448854416187,0.0021870090716156736,0.020127082662562818,-0.007039835078282242,0.9997726447875861,-0.16272513085193657,0.015035783775843576,0.6269038788067071,0.03389124051959632,0.5236764447720985,0.01507556003407446,0.6269038788366528,0.16172099857890482,1.456151871352149,0.16279864563225288,1.4561518713521493,0.16015171011000567,1.7068132442120882,0.16123322028242631,1.7068132442120876,0.007387203444064483,0.7711302205994667,1,0.002012857801964843,0.0012408732451289954,0.014848684480872816,-0.08678202561463842,-0.5353075344290077,0.31492750496343697,-0.006748282770263639,0.0007895860533385307,0.0028996565729296894,-0.28576776348893396,-0.49837699069045455,0.5156388690389971,11.806734,-9.550411,21.357144999999996,0.10086011900000001,1
1181,1182,1660857512719753582,1660857512801229838,1660857512710203081,1660857512811062962,119.61325597763062,9.550501,-9.833124,0.08147625600000001,0.10085988100000001,1,VALID,500,353,461,353,49,49,42,0.8571428571428571,0.44198015740202024,7.339757983572781,18.485831998987123,3.0637560121249408,1.9028440001420677,1.1431730235926807,0.6465270125772804,4.5165379997342825,34.076645999448374,0.9994129903412635,0.02235165948181087,-0.025963013221556443,-0.00161936326193722,-0.022469521930892567,0.999738466085399,-0.004256760905988367,-0.009081928654591656,0.02586107734280763,0.004837638641195448,0.9996538410525148,-0.1342505264690418,0.028741037825565224,0.7951118969277822,0.007393969591763074,0.5490775049382766,0.02908339011131701,0.7951118969106998,0.13337508377284188,1.980496793802561,0.1345671119652796,1.980496793802561,0.10533879356275343,1.2389034118508855,0.10606939620172923,1.2389034118508868,0.029185905919566133,0.9005168558787654,1,0.028239845499911237,-0.005135466462269199,-0.0014782982265505085,0.6409275964098826,0.19287618821568334,-0.42812647686772143,0.02476378452445438,-0.0066173090070833695,-0.013956478849514035,0.6975735380980415,0.2429258775960759,-0.5136089091993191,-9.550411,9.833213,-19.383624,0.10085988000000001,1
1182,1183,1660857512801229838,1660857512923434646,1660857512811062962,1660857512911923080,119.71411633491516,-9.833124,11.511566,0.12220480800000001,0.10086011800000001,1,VALID,500,294,439,294,52,52,39,0.75,0.4708159314795175,7.807488989783451,23.294240003451705,2.9346879746299237,1.7857879865914583,1.127458002883941,1.1988370097242296,5.096435023006052,40.356064040679485,0.99913743295441,0.021448502852778762,-0.0355577248238131,-0.005799818836207633,-0.021586555207424443,0.999760845891072,-0.0035030925544518613,0.002027493317594203,0.03547408495716964,0.004267639692216394,0.9993614844228833,-0.1770762425953972,0.016419868052558233,1.7045587242006892,0.033809233499183,1.8665733261065098,0.017294040897520783,1.7045587241223354,0.17531497988360153,2.3903323749741596,0.1771827991634337,2.39033237497416,0.17515532715809654,1.256552720463169,0.17675182049649502,1.2565527204631661,0.020533993499341725,1.79057385977878,1,0.0011328277972252412,0.016285334929886902,0.0017653991805430147,1.4399396977658345,0.41373536949318995,-0.8078142119825508,-0.002786358898633684,0.016042654360505854,-0.012510568899468786,1.6021744261768645,0.28215314508692746,-0.7441455550485504,9.833213,-11.511237,21.344450000000002,0.10086035800000001,1
1183,1184,1660857512923434646,1660857513004914350,1660857512911923080,1660857513012727171,119.81492042541504,11.511566,-7.812821,0.081479704,0.10080409100000001,1,VALID,500,376,459,376,41,41,35,0.8536585365853658,0.6185647985160769,10.323475988116115,18.669097014935687,2.9108719900250435,1.8387289892416447,1.0550320148468018,0.8201540040317923,4.919317027088255,37.685449031414464,0.9997427125345968,-0.022654643326649963,-0.0011295440269588621,-0.0014776974174557293,0.02266536317263396,0.9996868153685984,0.010609075852425577,0.003746890160471178,0.0008888454416670834,-0.010631947795779736,0.9999430842002202,-0.10618739427984808,0.01827746522069701,1.3979688644243236,0.042928298370321166,1.460686550128693,0.018754656182869787,1.3979688643657586,0.10595398092750613,1.4351657256726944,0.10626375430727122,1.435165725672694,0.11799968748212494,0.8344114268093941,0.11904122546354631,0.8344114268093928,0.0270451290434356,1.2786867545145464,1,-0.011494670388059977,0.013469297023400521,0.0045294950335616644,-1.08551734950565,-0.4730149102405963,0.7476312836341501,-0.019420347075922884,0.018274627889630357,-0.004508558519340917,-1.0650118417711336,-0.3058011822354204,0.6410417717531003,-11.511237,7.813149,-19.32438600000001,0.10080409000000001,1
1184,1185,1660857513004914350,1660857513127122158,1660857513012727171,1660857513113587051,119.91578006744385,-7.812821,13.535107,0.122207808,0.10085988000000001,1,VALID,500,291,449,291,41,41,31,0.7560975609756098,0.6997168189139998,13.586140994448215,22.05636099097319,3.0377049988601357,1.7358509940095246,1.276221009902656,1.9180689996574074,4.353038006229326,44.98064803192392,0.9993314038457235,-0.03253486941597685,-0.01668015467017239,-0.001927205425304779,0.03245850130509074,0.9994614185970735,-0.004828915919000535,-0.008462662160936262,0.016828279197914516,0.004284274502256836,0.9998492156376512,-0.1913169344605579,0.03714593102879544,0.8638874195391928,0.06352178077530567,1.0348704776639042,0.0378677418284019,0.8638874195743698,0.19065435848710738,2.111499604172365,0.19151370755898092,2.1114996041723657,0.1575252532983017,1.5393961905632532,0.1577639618033907,1.5393961905632543,0.034367648768686275,0.6400454838056794,1,0.033870590307448975,0.015173519681249826,-0.0015387022790960636,-0.37573869537334403,-0.1177149678881689,-0.7685532996622132,0.029192170570974618,0.008596704374402648,-0.015970257766925157,0.14187336966235028,0.04353240592301794,-0.622549764301656,7.813149,-13.535017,21.348166000000003,0.100859642,1
