lidar_header_stamp,run_a_n,run_b_n,run_c_n,run_a_b_cloud_hash_equal,run_a_b_max_abs_initial_raw_final_pose_component_diff,run_a_b_fitness_abs_diff,run_a_b_iterations_equal,run_a_b_convergence_equal,run_a_b_exact_diagnostics,run_c_matches_a_diagnostics,captured_point_xyz_hash_a_b_c_equal,captured_point_count_a_b_c,captured_raw_message_hash_a_b_c_equal
1660857490.623121977,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.723982096,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.824841976,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.925702095,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.026505947,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.127366066,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.228225946,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.329086065,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.429944992,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.530805111,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.631664991,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.732525110,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.833384991,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857491.934245110,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.035049915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.135910034,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.236769915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.337630033,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.438489914,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.539350033,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.640209913,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.741070032,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.841929913,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857492.942790031,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.043593884,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.144454002,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.245313883,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.346174002,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.447033882,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.547894001,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.648752928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.749613047,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.850472927,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857493.951333046,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.052136898,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.152997017,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.253856897,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.354717016,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.455576897,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.556437016,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.657296896,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.758157015,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.859016895,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857494.959877014,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.060681105,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.161540985,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.262401104,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.363260984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.464121103,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.564980984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.665841103,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.766700029,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.867559910,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857495.968420029,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.069236040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.170095921,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.270956039,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.371815920,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.472676039,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.573535919,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.674396038,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.775255919,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.876116037,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857496.976975918,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.077769041,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.178628922,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.279489040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.380348921,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.481209040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.582068920,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.682929039,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.783788919,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.884649038,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857497.985507965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.086312056,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.187171936,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.288032055,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.388891935,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.489752054,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.590611935,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.691472054,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.792331934,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.893192053,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857498.994051933,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857499.195715904,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857499.296576023,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857499.397435904,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857499.498296022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857499.599155903,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857499.700016022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857499.800875902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857499.901736021,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.002541065,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.103400946,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.204261065,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.305119991,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.405980110,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.506839991,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.607700109,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.708559990,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.809420109,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857500.910279989,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.011084080,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.111943960,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.212804079,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.313663960,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.414524078,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.515383959,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.616244078,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.717103958,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.817964077,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857501.918823957,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.019628048,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.120487928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.221348047,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.322207928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.423068047,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.523926973,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.624787092,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.725646973,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.826507092,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857502.927366972,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.028171062,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.129030943,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.229891062,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.330750942,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.431611061,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.532470942,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.633331060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.734190941,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.835051060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857503.935910940,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.036715984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.137576103,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.238435984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.339296103,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.440155983,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.541016102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.641875982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.742734909,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.843595028,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857504.944454908,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.045258999,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.146119118,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.246978998,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.347839117,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.448698997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.549559116,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.650418997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.751279116,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.852138996,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857505.952999115,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.053802967,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.154663086,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.255522966,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.356383085,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.457242966,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.558103085,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.658962965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.759823084,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.860682964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857506.961541891,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.062345982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.163206100,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.264065981,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.364926100,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.465785980,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.566646099,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.667505980,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.768366098,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.869225979,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857507.970086098,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.070890903,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.171751022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.272610903,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.373471022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.474330902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.575191021,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.676050901,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.776911020,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.877770901,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857508.978631020,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.079435110,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.180294991,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.281153917,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.382014036,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.482873917,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.583734035,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.684593916,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.785454035,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.886313915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857509.987174034,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.087977886,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.188838005,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.289697886,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.390558004,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.491417885,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.592278004,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.693137884,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.793998003,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.894857883,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857510.995718002,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.096522093,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.197381973,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.298240900,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.399101019,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.499960899,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.600821018,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.701680899,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.802541018,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857511.903400898,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.004205942,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.105066061,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.205925941,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.306786060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.407645941,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.508506060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.609365940,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.710226059,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.811085939,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857512.911946058,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.012749910,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.113610029,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.214469910,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.315330029,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.416189909,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.517050028,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.617908955,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.718769073,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.819628954,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857513.920489073,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.021292925,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.122153044,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.223012924,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.323873043,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.424732924,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.525593042,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.626452923,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.727313042,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.828172922,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857514.929033041,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.029836893,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.130697012,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.231556892,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.332417011,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.433276892,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.534137011,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.634996891,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.735857010,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.836715937,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857515.937576056,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.038379908,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.139240026,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.240099907,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.340960026,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.441819906,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.542680025,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.643539906,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.744400024,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.845259905,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857516.946120024,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.046932936,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.147793055,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.248652935,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.349513054,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.450372934,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.551233053,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.652092934,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.752953053,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.853812933,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857517.954673052,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.055469036,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.156327963,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.257188082,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.358047962,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.458908081,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.559767962,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.660628080,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.761487961,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.862348080,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857518.963207960,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.064012051,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.164871931,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.265732050,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.366591930,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.467452049,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.568311930,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.669172049,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.770031929,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.870892048,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857519.971751928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.072556019,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.173415899,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.274276018,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.375135899,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.475995064,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.576854944,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.677715063,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.778574944,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.879435062,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857520.980294943,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.081099033,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.181958914,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.282819033,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.383678913,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.484539032,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.585398912,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.686259031,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.787118912,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.887979031,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857521.988838911,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.089643002,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.190502882,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.291363001,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.392222881,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.493083000,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.593943119,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.694802046,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.795661926,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.896522045,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857522.997381926,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.098186016,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.199045897,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.299906015,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.400765896,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.501626015,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.602485895,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.703346014,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.804205894,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857523.905066013,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.005871058,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.106730938,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.207591057,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.308450937,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.409311056,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.510170937,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.611030102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.711889982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.812750101,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857524.913609982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.014414072,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.115273952,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.216134071,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.316993952,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.417854071,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
